400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforDecember 29, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY231229P00380000 2023-01-24 12:32PM EST 380.00 18.43 17.23 19.76 -0.37 -1.97% 5 130 19.20%
SPY231229P00381000 2023-01-06 9:42AM EST 381.00 29.13 17.64 20.02 0.00 - 1 1 19.09%
SPY231229P00382000 2023-01-20 11:36AM EST 382.00 23.02 17.91 20.32 0.00 - 4 1 18.99%
SPY231229P00384000 2023-01-05 12:05PM EST 384.00 33.49 18.49 20.89 0.00 - - 3 18.78%
SPY231229P00385000 2023-01-24 2:10PM EST 385.00 20.68 18.77 21.19 -0.47 -2.22% 8 265 18.68%
SPY231229P00386000 2023-01-09 9:30AM EST 386.00 26.44 18.77 21.65 0.00 - 2 4 18.69%
SPY231229P00387000 2023-01-06 1:36PM EST 387.00 28.99 19.08 21.95 0.00 - 6 6 18.58%
SPY231229P00388000 2023-01-23 1:25PM EST 388.00 20.98 19.48 22.24 0.00 - 1 46 18.46%
SPY231229P00389000 2023-01-10 1:40PM EST 389.00 28.00 19.78 22.55 0.00 - 1 4 18.36%
SPY231229P00390000 2023-01-23 12:43PM EST 390.00 22.50 19.94 22.91 0.00 - 3 215 18.28%
SPY231229P00391000 2023-01-23 3:06PM EST 391.00 22.92 20.38 23.18 0.00 - 7 20 18.14%
SPY231229P00392000 2023-01-20 11:49AM EST 392.00 26.37 20.69 23.51 0.00 - 3 10 18.04%
SPY231229P00393000 2023-01-19 11:47AM EST 393.00 29.35 21.00 23.85 0.00 - 1 1 17.94%
SPY231229P00394000 2023-01-20 2:57PM EST 394.00 26.19 21.32 24.19 0.00 - 3 22 17.84%
SPY231229P00395000 2023-01-20 3:44PM EST 395.00 26.20 21.35 24.56 0.00 - 6 32 17.75%
SPY231229P00396000 2023-01-23 11:36AM EST 396.00 24.19 21.96 24.89 0.00 - 2 6 17.63%
SPY231229P00397000 2023-01-13 1:08PM EST 397.00 26.90 22.31 25.20 0.00 - - 4 17.50%
SPY231229P00398000 2023-01-24 10:44AM EST 398.00 25.83 22.80 25.39 -0.06 -0.23% 1 16 17.29%
SPY231229P00400000 2023-01-24 3:55PM EST 400.00 25.00 23.47 26.10 -1.00 -3.85% 9 223 17.06%
SPY231229P00405000 2023-01-24 2:52PM EST 405.00 26.91 25.26 27.98 +0.23 +0.86% 3 10 16.51%
SPY231229P00410000 2023-01-24 10:45AM EST 410.00 29.47 28.00 29.93 +0.37 +1.27% 2 20 15.90%
SPY231229P00415000 2023-01-13 1:42PM EST 415.00 34.00 29.22 32.12 0.00 - - 2 15.35%
SPY231229P00420000 2023-01-23 12:48PM EST 420.00 33.46 31.41 34.40 0.00 - 24 59 14.73%
SPY231229P00425000 2023-01-12 11:10AM EST 425.00 41.00 33.25 37.10 0.00 - - 2 14.26%
SPY231229P00430000 2023-01-20 11:36AM EST 430.00 41.81 36.09 39.59 -2.31 -5.24% 1 50 13.50%
SPY231229P00435000 2023-01-23 10:35AM EST 435.00 42.80 38.70 42.55 0.00 - 1 2 12.90%
SPY231229P00440000 2023-01-23 2:47PM EST 440.00 45.50 41.76 45.61 0.00 - 2 2 12.19%
SPY231229P00450000 2023-01-19 3:33PM EST 450.00 60.50 48.54 52.57 0.00 - 2 2 10.72%
SPY231229P00460000 2023-01-23 3:43PM EST 460.00 60.55 57.10 60.78 0.00 - 8 26 9.35%
SPY231229P00485000 2023-01-18 12:02PM EST 485.00 90.13 81.52 86.50 0.00 - - 0 13.46%
SPY231229P00490000 2023-01-18 12:02PM EST 490.00 94.90 86.68 90.52 0.00 - - 0 11.83%
