400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforMarch 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230303C00425000 2023-01-24 4:02PM EST 425.00 1.37 1.22 1.28 +0.05 +3.79% 120 756 15.99%
SPY230303C00426000 2023-01-24 4:01PM EST 426.00 1.07 1.09 1.14 -0.11 -9.32% 302 480 15.88%
SPY230303C00428000 2023-01-24 4:01PM EST 428.00 0.97 0.86 0.91 +0.02 +2.11% 317 572 15.73%
SPY230303C00430000 2023-01-24 3:32PM EST 430.00 0.67 0.68 0.73 -0.11 -14.10% 400 972 15.64%
SPY230303C00432000 2023-01-24 3:56PM EST 432.00 0.56 0.54 0.58 -0.03 -5.08% 186 186 15.55%
SPY230303C00434000 2023-01-24 4:14PM EST 434.00 0.45 0.43 0.46 -0.07 -13.46% 216 132 15.49%
SPY230303C00435000 2023-01-24 3:58PM EST 435.00 0.39 0.38 0.41 -0.06 -13.33% 27 421 15.48%
SPY230303C00436000 2023-01-24 11:36AM EST 436.00 0.38 0.34 0.37 -0.03 -7.32% 27 36 15.50%
SPY230303C00438000 2023-01-24 3:24PM EST 438.00 0.29 0.27 0.30 -0.05 -14.71% 55 122 15.54%
SPY230303C00440000 2023-01-24 3:58PM EST 440.00 0.23 0.22 0.24 -0.05 -17.86% 31 663 15.55%
SPY230303C00445000 2023-01-24 11:11AM EST 445.00 0.15 0.13 0.16 -0.02 -11.76% 2 447 16.02%
SPY230303C00450000 2023-01-24 2:54PM EST 450.00 0.09 0.08 0.10 -0.02 -18.18% 104 425 16.31%
SPY230303C00455000 2023-01-24 11:10AM EST 455.00 0.08 0.05 0.07 -0.02 -20.00% 70 31 16.80%
SPY230303C00460000 2023-01-24 2:40PM EST 460.00 0.05 0.03 0.05 -0.01 -16.67% 251 14 17.38%
SPY230303C00465000 2023-01-24 2:57PM EST 465.00 0.03 0.02 0.04 -0.01 -25.00% 17 16 18.07%
SPY230303C00470000 2023-01-24 10:13AM EST 470.00 0.03 0.01 0.03 -0.01 -25.00% 1 5 18.65%
SPY230303C00475000 2023-01-24 11:01AM EST 475.00 0.03 0.01 0.03 +0.01 +50.00% 50 108 19.73%
SPY230303C00480000 2023-01-24 9:36AM EST 480.00 0.02 0.00 0.02 0.00 - 400 45 19.92%
SPY230303C00490000 2023-01-23 10:11AM EST 490.00 0.01 0.00 0.02 0.00 - 300 326 22.07%
SPY230303C00500000 2023-01-24 12:25PM EST 500.00 0.01 0.00 0.02 0.00 - 4 11 24.02%
PutsforMarch 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230303P00275000 2023-01-24 1:59PM EST 275.00 0.05 0.06 0.08 -0.03 -37.50% 21 542 45.41%
SPY230303P00280000 2023-01-24 10:31AM EST 280.00 0.08 0.07 0.09 -0.01 -11.11% 24 32 43.95%
SPY230303P00285000 2023-01-24 11:10AM EST 285.00 0.09 0.09 0.10 -0.02 -18.18% 16 20 42.48%
SPY230303P00295000 2023-01-24 3:45PM EST 295.00 0.12 0.12 0.13 -0.03 -20.00% 23 189 39.84%
SPY230303P00300000 2023-01-24 3:11PM EST 300.00 0.14 0.13 0.15 -0.03 -17.65% 31 735 38.57%
SPY230303P00305000 2023-01-24 11:18AM EST 305.00 0.16 0.15 0.17 -0.02 -11.11% 7 202 37.21%
SPY230303P00310000 2023-01-24 3:45PM EST 310.00 0.18 0.17 0.19 -0.03 -14.29% 67 180 35.74%
SPY230303P00315000 2023-01-24 4:03PM EST 315.00 0.20 0.20 0.21 -0.04 -16.67% 34 16,069 34.23%
SPY230303P00320000 2023-01-24 2:59PM EST 320.00 0.22 0.22 0.24 -0.06 -21.43% 66 166 32.89%
SPY230303P00325000 2023-01-24 3:37PM EST 325.00 0.27 0.25 0.28 -0.03 -10.00% 6 283 31.62%
SPY230303P00330000 2023-01-24 3:54PM EST 330.00 0.33 0.30 0.32 -0.03 -8.33% 93 32,123 30.23%
SPY230303P00335000 2023-01-24 3:45PM EST 335.00 0.39 0.35 0.37 -0.02 -4.88% 55 400 28.91%
SPY230303P00340000 2023-01-24 3:16PM EST 340.00 0.45 0.42 0.44 -0.06 -11.76% 127 1,004 27.66%
SPY230303P00345000 2023-01-24 4:01PM EST 345.00 0.50 0.50 0.53 -0.08 -13.79% 153 16,679 26.49%
SPY230303P00350000 2023-01-24 4:14PM EST 350.00 0.65 0.62 0.64 -0.07 -9.72% 2,225 3,630 25.28%
SPY230303P00354000 2023-01-24 3:41PM EST 354.00 0.83 0.73 0.76 -0.03 -3.49% 31 33 24.40%
SPY230303P00355000 2023-01-24 4:01PM EST 355.00 0.76 0.77 0.79 -0.13 -14.61% 79 9,909 24.16%
SPY230303P00356000 2023-01-24 4:02PM EST 356.00 0.79 0.80 0.83 -0.14 -15.05% 14 136 23.98%
SPY230303P00358000 2023-01-24 3:45PM EST 358.00 1.01 0.88 0.91 -0.03 -2.88% 12 112 23.56%
SPY230303P00360000 2023-01-24 4:10PM EST 360.00 0.95 0.97 1.00 -0.20 -17.39% 168 3,533 23.15%
SPY230303P00362000 2023-01-24 4:01PM EST 362.00 1.07 1.06 1.10 -0.22 -17.05% 296 1,186 22.74%
SPY230303P00364000 2023-01-24 3:41PM EST 364.00 1.31 1.17 1.21 -0.07 -5.07% 279 486 22.33%
SPY230303P00365000 2023-01-24 4:01PM EST 365.00 1.24 1.23 1.27 -0.17 -12.06% 152 2,023 22.13%
SPY230303P00366000 2023-01-24 3:57PM EST 366.00 1.39 1.30 1.33 -0.17 -10.90% 42 3,680 21.91%
SPY230303P00368000 2023-01-24 4:13PM EST 368.00 1.44 1.43 1.48 -0.28 -16.28% 55 257 21.56%
SPY230303P00370000 2023-01-24 3:46PM EST 370.00 1.81 1.59 1.64 -0.03 -1.63% 221 4,314 21.19%
SPY230303P00372000 2023-01-24 4:01PM EST 372.00 1.88 1.77 1.81 -0.21 -10.05% 96 1,141 20.78%
SPY230303P00373000 2023-01-24 3:47PM EST 373.00 2.10 1.86 1.91 -0.04 -1.87% 24 441 20.61%
SPY230303P00374000 2023-01-24 4:01PM EST 374.00 1.96 1.96 2.01 -0.28 -12.50% 12 333 20.41%
SPY230303P00375000 2023-01-24 4:01PM EST 375.00 2.05 2.06 2.13 -0.25 -10.87% 461 2,907 20.26%
SPY230303P00376000 2023-01-24 3:06PM EST 376.00 2.24 2.16 2.24 -0.23 -9.31% 18 336 20.06%
SPY230303P00377000 2023-01-24 2:37PM EST 377.00 2.31 2.28 2.36 -0.37 -13.81% 41 101 19.87%
SPY230303P00378000 2023-01-24 3:22PM EST 378.00 2.53 2.41 2.48 -0.48 -15.95% 26 472 19.67%
SPY230303P00379000 2023-01-24 4:11PM EST 379.00 2.48 2.54 2.61 -0.67 -21.27% 203 9,428 19.47%
SPY230303P00380000 2023-01-24 4:03PM EST 380.00 2.67 2.68 2.77 -0.35 -11.59% 695 4,099 19.34%
SPY230303P00381000 2023-01-24 4:10PM EST 381.00 2.75 2.82 2.90 -0.39 -12.42% 46 614 19.09%
SPY230303P00382000 2023-01-24 4:14PM EST 382.00 3.04 2.97 3.05 -0.49 -13.88% 42 74 18.89%
SPY230303P00382500 2023-01-24 3:27PM EST 382.50 3.19 3.05 3.15 -0.32 -9.12% 401 138 18.84%
SPY230303P00383000 2023-01-24 4:14PM EST 383.00 3.15 3.14 3.22 -0.39 -11.02% 461 252 18.71%
SPY230303P00384000 2023-01-24 4:11PM EST 384.00 3.25 3.31 3.41 -0.61 -15.80% 34 543 18.56%
SPY230303P00385000 2023-01-24 4:01PM EST 385.00 3.45 3.49 3.57 -0.38 -9.92% 227 821 18.31%
SPY230303P00386000 2023-01-24 4:13PM EST 386.00 3.70 3.68 3.78 -0.36 -8.87% 66 232 18.16%
SPY230303P00387000 2023-01-24 4:01PM EST 387.00 3.90 3.87 3.96 -0.50 -11.36% 197 336 17.91%
SPY230303P00387500 2023-01-24 4:04PM EST 387.50 3.93 3.98 4.07 -0.60 -13.25% 117 163 17.83%
SPY230303P00388000 2023-01-24 4:01PM EST 388.00 4.04 4.09 4.19 -0.52 -11.40% 312 522 17.76%
SPY230303P00389000 2023-01-24 4:11PM EST 389.00 4.25 4.31 4.40 -0.46 -9.77% 205 767 17.53%
SPY230303P00390000 2023-01-24 4:13PM EST 390.00 4.60 4.54 4.63 -0.35 -7.07% 886 1,364 17.32%
SPY230303P00391000 2023-01-24 3:53PM EST 391.00 5.12 4.78 4.89 -0.25 -4.66% 341 393 17.15%
SPY230303P00392000 2023-01-24 4:01PM EST 392.00 5.00 5.04 5.14 -0.64 -11.35% 268 141 16.93%
SPY230303P00392500 2023-01-24 3:57PM EST 392.50 5.46 5.17 5.29 -0.01 -0.18% 135 141 16.86%
SPY230303P00393000 2023-01-24 4:12PM EST 393.00 5.26 5.31 5.42 -0.70 -11.74% 139 194 16.74%
SPY230303P00394000 2023-01-24 4:01PM EST 394.00 5.58 5.60 5.69 -0.47 -7.77% 37 325 16.50%
SPY230303P00395000 2023-01-24 4:02PM EST 395.00 5.78 5.89 5.99 -0.72 -11.08% 204 5,255 16.29%
SPY230303P00396000 2023-01-24 3:37PM EST 396.00 6.68 6.20 6.31 -0.12 -1.76% 225 527 16.09%
SPY230303P00397000 2023-01-24 4:01PM EST 397.00 6.75 6.54 6.64 -0.32 -4.53% 24 378 15.87%
SPY230303P00397500 2023-01-24 4:06PM EST 397.50 6.69 6.71 6.81 -0.47 -6.56% 25 198 15.76%
SPY230303P00398000 2023-01-24 4:02PM EST 398.00 6.73 6.89 6.99 -0.63 -8.56% 109 1,006 15.66%
SPY230303P00399000 2023-01-24 4:01PM EST 399.00 7.37 7.25 7.37 -0.42 -5.39% 362 774 15.47%
SPY230303P00400000 2023-01-24 4:14PM EST 400.00 7.65 7.64 7.74 -0.60 -7.27% 1,123 2,173 15.23%
SPY230303P00401000 2023-01-24 4:03PM EST 401.00 7.90 8.03 8.14 -0.60 -7.06% 138 121 15.00%
SPY230303P00402000 2023-01-24 3:57PM EST 402.00 8.85 8.45 8.57 -0.18 -1.99% 201 143 14.80%
SPY230303P00402500 2023-01-24 3:59PM EST 402.50 8.99 8.67 8.79 -0.13 -1.43% 130 44 14.69%
SPY230303P00403000 2023-01-24 4:05PM EST 403.00 8.94 8.90 9.03 -0.65 -6.78% 125 1,158 14.61%
SPY230303P00404000 2023-01-24 4:06PM EST 404.00 9.27 9.37 9.48 -1.09 -10.52% 73 472 14.35%
SPY230303P00405000 2023-01-24 3:46PM EST 405.00 10.83 9.85 9.96 -0.38 -3.39% 46 539 14.11%
SPY230303P00406000 2023-01-24 12:21PM EST 406.00 11.03 10.35 10.47 +0.20 +1.85% 61 731 13.89%
SPY230303P00407000 2023-01-24 4:02PM EST 407.00 10.59 10.89 11.02 -1.46 -12.12% 17 161 13.69%
SPY230303P00408000 2023-01-24 3:52PM EST 408.00 12.05 11.44 11.55 +0.22 +1.86% 23 13 13.40%
SPY230303P00410000 2023-01-24 4:14PM EST 410.00 12.48 11.94 13.32 -0.52 -4.00% 142 674 14.22%
SPY230303P00412000 2023-01-23 3:11PM EST 412.00 15.38 13.16 14.61 0.00 - 19 6 13.84%
SPY230303P00414000 2023-01-24 11:51AM EST 414.00 15.85 14.47 15.99 +0.35 +2.26% 2 6 13.45%
SPY230303P00415000 2023-01-24 4:11PM EST 415.00 15.55 15.16 16.71 -1.47 -8.64% 1 11 13.24%
SPY230303P00416000 2023-01-24 4:11PM EST 416.00 16.28 15.87 17.46 -1.64 -9.15% 2 17 13.05%
SPY230303P00420000 2023-01-24 3:54PM EST 420.00 20.60 18.93 20.65 -0.22 -1.06% 18 10 12.19%
SPY230303P00425000 2023-01-23 3:02PM EST 425.00 25.86 23.22 25.11 0.00 - 22 25 11.33%
SPY230303P00430000 2023-01-19 9:56AM EST 430.00 40.93 28.00 30.03 0.00 - 3 1 12.35%
SPY230303P00432000 2023-01-17 3:59PM EST 432.00 34.21 30.00 32.03 0.00 - - 0 12.99%
SPY230303P00436000 2023-01-19 2:39PM EST 436.00 45.25 34.00 36.03 0.00 - - 0 14.26%
SPY230303P00455000 2023-01-20 4:00PM EST 455.00 59.50 53.00 55.03 0.00 - 1 0 19.92%
